address,cuisine,lat,lon,name,opening_hours,phone,website,wheelchair_accessible
Address not available,,51.5100549,-0.1329228,Angus Steakhouse,,,,unknown
"25-29, Coventry Street, London, W1D 7AG",burger;chicken;international;seafood;fish_and_chips,51.5101296,-0.1324716,HAPPY,Mo-Sa 12:00-23:00,+44 20 3883 7874,https://happyrestaurants.com/,yes
"12, Great New Street, London, EC4A 3BN",,51.5158982,-0.1080904,The Refinery,,,,unknown
"1-3, Nevill Lane, London, EC4A 3AP",,51.5156512,-0.1086168,Natural Kitchen,Mo-Fr 07:00-16:00,,,unknown
"33-35, Wellington Street, London, WC2E 7BN",burger,51.5120973,-0.1207484,Byron Burgers,,,https://www.byronhamburgers.com,yes
Address not available,japanese,51.5369612,-0.1029829,Zen Mondo,"Mo,Su off; Tu-Sa 17:00-22:00",,https://www.zenmondo.co.uk/,unknown
Address not available,indian,51.5391673,-0.1012364,zaffrani,,,,unknown
Address not available,,51.5491954,-0.1081436,Roma,,,,unknown
"43, High Street Colliers Wood, London, SW19 2JE",fish_and_chips,51.4205708,-0.1756395,Fish Inn,,,,unknown
"39, Holloway Road, London, N7 8JP",vietnamese,51.5467447,-0.1045325,Nón,,,,unknown
"155, Holloway Road, London, N7 8LX",italian,51.5495339,-0.1085513,Berto,,,https://berto.uk,unknown
"163, Holloway Road, London, N7 8LX",chinese,51.549711,-0.1087655,Emperor,,,,unknown
"165, Holloway Road, London, N7 8LX",pizza,51.5497537,-0.1088196,Lamezia,,,,unknown
Address not available,,51.5498429,-0.1089235,Sambal to go,,,,unknown
"171, Holloway Road",malaysian,51.5498868,-0.1089817,Sambal Shiok Laksa Bar,We-Sa 16:00-21:00,+44 20 7619 9888,https://www.sambalshiok.co.uk/,unknown
Address not available,italian,51.5263992,-0.1406901,La Fenice,,,,unknown
"3, Charlotte Place, London, W1T 1SD",italian,51.5189362,-0.1361415,Da Paolo,,+44 20 7580 0021,https://www.dapaolo.co.uk/,unknown
"8, Hoxton Square, London, N1 6NU",,51.5278419,-0.0816372,8 Hoxton Square,,+44 20 7729 4232,https://8hoxtonsquare.com/,unknown
"45-47, Hoxton Square, London, N1 6PD",caribbean,51.5272599,-0.0810456,Cottons,,,https://www.cottons-restaurant.co.uk/,unknown
"70, Battersea Bridge Road, London, SW11 3AG",,51.4783358,-0.1701594,Battersea Grill,,,,unknown
Address not available,indian,51.4782369,-0.169614,Mansoon,,,,unknown
"5, Saint Paul's Church Yard, London, EC4M 8AY",sushi,51.5133205,-0.0999854,YO! Sushi,,,,yes
"20-22, Leadenhall Market, London, EC3V 1LR",pizza,51.5127516,-0.083609,PizzaExpress,Mo 12:00-21:00; Tu-Th 11:30-23:00; Fr 11:30-21:00; Sa 12:00-20:00,,https://www.pizzaexpress.com/london-leadenhall-market,limited
"5A, Manor Parade, London",indian,51.5655495,-0.0739522,Sweet Lemon,,,,unknown
"226, Stoke Newington High Street, London, N16 7HU",noodle,51.56318,-0.0730535,Itto,,,,unknown
"214, Stoke Newington High Street, London, N16 7HU",,51.5628273,-0.0732736,Wander,,,,unknown
"194, Stoke Newington High Street, London, N16 7JD",turkish,51.5622719,-0.0733812,19 Numara Bos Cirrik II,,,,unknown
"176, Stoke Newington High Street, London, N16 7JL",pizza,51.5616499,-0.0735261,Franco Manca,,,https://www.francomanca.co.uk/restaurants/stoke-newington/,unknown
"205-207, Liverpool Road, London, N1 1LX",vietnamese,51.5391032,-0.1069321,Viet Garden,,,,no
"90, Stoke Newington High Street, London, N16 7NY",fish_and_chips,51.5594639,-0.0739318,The Fishery Fish Bar,,,,unknown
"38, Stoke Newington High Street, London, N16 7PL",turkish,51.5581648,-0.0741243,Testi,,,,no
"18, Stoke Newington High Street, London, N16 7PL",,51.5577212,-0.0741699,Victory Mansion,,,,limited
"163, Priory Road, London, N8 8NB",,51.5871923,-0.1323115,Kiss the Koala,,,https://www.kissthekoala.co.uk,unknown
"22, Harcourt Street",japanese,51.5198229,-0.1647066,Dinings,,,https://dinings.co.uk/,unknown
"49, Columbia Road, London, E2 7RG",,51.528927,-0.070261,Brawn,,,https://www.brawn.co/,unknown
"1, Gerrard Place, London, W1D 5PA",chinese,51.5123678,-0.1303581,New World,,,,unknown
"60-62, Stoke Newington Church Street, London, N16 0NB",,51.562252,-0.0763418,Rasa Street,,,,unknown
"47, Stoke Newington Church Street, London, N16 0NX",indian,51.5620821,-0.0758697,Royal India,,,,no
"15, London, N16 0NX",japanese,51.5619397,-0.0744908,Fuji,Mo-Th 17:00-22:00; Fr 17:00-22:30; Sa 13:00-22:30; Su 13:00-22:00,+44 20 7254 6093,https://www.fujirestaurant.co.uk/,yes
"37, Bedford Hill",greek,51.4440935,-0.1502324,Meze Kitchen,,,,unknown
"1, Club Row, London, E1 6JX",,51.5239594,-0.0741731,Dirty Bones,Mo-We 11:00-23:00; Th-Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-23:00,,https://dirty-bones.com/,no
"5, Middlesex Street, London, E1 7AA",japanese,51.5154484,-0.0755052,Asta 3,,,,unknown
"297-303, Regents Park Road",fish,51.5991604,-0.1964918,The Two Brothers,"Tu-Su 12:00-14:30,17:30-22:00",,,unknown
Address not available,egyptian,51.4745149,-0.1325109,Nile Restaurant,,,,unknown
Address not available,,51.4708688,-0.1381623,Orit Ethiopian Restaurant & Bar,,,,unknown
"51, High Street, Beckenham, BR3 1AW",steak_house,51.4080493,-0.0250963,Branded,,,https://brandedsteaks.co.uk/,unknown
"86-90, High Street, Beckenham, BR3 1ED",italian,51.4081653,-0.0254291,Pierluigi's,,,,unknown
Address not available,,51.5141462,-0.1337974,Refuel,,,,unknown
"2, Berners Street, London, W1T 3LF",chicken;portuguese,51.5163212,-0.1359571,Nando's,,,https://www.nandos.co.uk/restaurants/berners-street,unknown
"3, Berners Street",nigerian,51.5163911,-0.1360022,Enish,,+44 20 3771 8665,https://www.enish.co.uk,unknown
"104, Highbury Park",,51.5578989,-0.0983024,Mihan,,,,unknown
"82, Highbury Park",vietnamese,51.557254,-0.097922,Au lac,,+44 20 7704 9187,https://aulac.co.uk/,unknown
"35, Bellevue Road, London, SW17 7EF",,51.4438433,-0.1678004,Brinkley's Kitchen,,,,unknown
"2, Bellevue Road, London, SW17 7EG",,51.4460277,-0.1656656,Chez Bruce,,,,limited
Address not available,italian,51.49457,-0.1457831,Prezzo,,,,unknown
"11, Buckingham Palace Road, London, SW1W 0PP",italian,51.4989784,-0.1431015,Pronto a Mangia,,,,unknown
"2-2A, Jamestown Road, London, NW1 7BY",american,51.5406973,-0.1446491,Camden Diner,Fr-Sa 09:00-00:00; Su-Th 09:00-23:00,,,limited
"14, Hanway Street, London, W1T 1UD",japanese,51.5169332,-0.131671,Kikuchi,,+44 20 7637 7720,https://www.kikuchisushi.com/,unknown
"376, Kingsland Road, London, E8 4AA",japanese,51.5409666,-0.0761301,Taru,,,https://www.taru.uk/,unknown
"47, Kensington Court",french,51.5019612,-0.1889183,Côte Brasserie,,+44 20 7938 4147,https://www.cote.co.uk/restaurant/kensington,unknown
"17, Kensington High Street",italian,51.5022675,-0.1882594,Fouberts,,+44 20 7937 2762,https://www.foubertsrestaurant.co.uk/,unknown
"1, Kensington High Street, London, W8 5NP",indian,51.5021632,-0.1874698,Zaika,,+44 20 7795 6533,https://zaikaofkensington.com/,unknown
"60, Hyde Park Gate",italian,51.5017242,-0.1848227,Brunello Bar and Restaurant,,,,unknown
Address not available,indian,51.5700857,-0.114262,Jai Krishna,,,,unknown
"147, Stroud Green Road",italian,51.5698146,-0.1136177,Il Picolo Diavolo,,,https://www.ilpiccolodiavolo.co.uk/,unknown
"131, Stroud Green Road",italian,51.5694564,-0.1128017,Pappagone,,+44 20 7263 2114,http://www.pizzeriapappagone.co.uk,unknown
Address not available,fish_and_chips,51.5693235,-0.1125006,The Chippy,,,,unknown
"119, Stroud Green Road",spanish,51.569247,-0.1123093,Luna Llena,,,,unknown
Address not available,african,51.5646341,-0.1051425,Nigerian Kitchen,,,,unknown
Address not available,korean;japanese,51.5647332,-0.1051818,Dotori,,,https://www.dotori.co.uk/,unknown
"3, Wightman Road, London, N4 1RQ",spanish,51.5778051,-0.1043561,La Viña,Mo-Sa 17:00-00:00;Su 12:00-23:00,+44 20 8340 5400,,unknown
"20, Hartfield Road, London, SW19 3TA",british,51.4195848,-0.2052654,Bill's,Mo-Sa 08:00-23:00; Su 08:00-22:30,+44 20 8947 8285,https://bills-website.co.uk/restaurants/london-wimbledon/,unknown
Address not available,spanish,51.5140094,-0.1292936,Salsa!,,,https://www.bar-salsa.com/soho,unknown
Address not available,indian,51.5546425,-0.2130946,The Shannon,,,,unknown
Address not available,afghan;persian,51.5548127,-0.2128252,Zeytoon,,,,unknown
"82-84, Cricklewood Broadway, London, NW2 3EL",african,51.5545352,-0.2124647,84 West Brasserie & Grill,,+44 20 8452 4689,https://www.84west.co.uk/index.html,unknown
73,,51.5540877,-0.2126432,Vali's Four Seasons,,,,unknown
Address not available,chinese,51.5542397,-0.2121643,Top Wok,,,,unknown
Address not available,persian,51.5539721,-0.2124788,Milad,,,,unknown
Address not available,indian,51.5541157,-0.2120524,Khana,,,,unknown
"66, Cricklewood Broadway",sri_lankan,51.5540763,-0.2120184,Lininiya,,,,unknown
"58, Cricklewood Broadway",lebanese,51.5537385,-0.2116698,Mango Grills,,,,unknown
"47, Cricklewood Broadway",african,51.5533076,-0.2116543,D'Den,,,,unknown
Cricklewood Broadway,persian,51.5532813,-0.2116176,Persia Restaurant,,,,unknown
"38, Cricklewood Broadway",pakistani,51.5533273,-0.2111705,Taste of Lahore,,,,unknown
"9, Cricklewood Broadway",ethiopian,51.5525452,-0.2106267,Abyssinia,,,,unknown
Cricklewood Broadway,,51.5524925,-0.2105514,Villa Carioca,,,,unknown
"York Way, London",steak_house;breakfast,51.5317695,-0.1223238,Bar + Block,,,,yes
"120, Wilton Road, London, SW1V 1JZ",,51.4938754,-0.1421738,Giraffe,,,https://www.giraffe.net,unknown
"306, Kingston Road, London, SW20 8LX",indian,51.4092057,-0.2134653,Raka Indian Cuisine,"Mo-Su,PH 17:30-23:00",+44 20 8542 7717,https://www.raka.co.uk/,unknown
"10, Widmore Road, Bromley, BR1 1RY",pizza,51.4059389,0.0160931,Franco Manca,,,https://www.francomanca.co.uk/restaurants/bromley/,unknown
"60, High Street, Bromley, BR1 1EG",italian,51.4015111,0.0159352,ETNA,"Mo,Su 12:00-21:00; Tu-Sa 12:00-22:00",,,unknown
"206, High Street, Bromley, BR1 1PW",,51.4059532,0.0135717,The Diners Inn,,,,unknown
"226, High Street, Bromley, BR1 1PQ",cafe,51.4063105,0.0129164,Toast,,,,unknown
"230, High Street, Bromley, BR1 1PQ",brazilian;portuguese,51.4063824,0.0127882,Mixta,,,,unknown
"234, High Street, Bromley, BR1 1PQ",vietnamese,51.4064546,0.0126483,Bowl O Pho,,,,unknown
"250, High Street, Bromley, BR1 1PG",fish,51.4068222,0.0121023,Blue Harbour,,,,unknown
"258, High Street, Bromley, BR1 1PG",indian,51.4069899,0.0118947,Mount Everest,,,,unknown
"221, High Street, Bromley, BR1 1NZ",chinese,51.4066506,0.0127907,Sanxia Chinese Restaurant & Bar,,,https://take-a-way.co.uk/menu/4444/Sanxia%20-%20Bromley/,unknown
"195 - 197, High Street, Bromley, BR1 1NN",turkish,51.4062184,0.01358,Havet,,,,yes
"10, East Street, Bromley, BR1 1QX",japanese,51.4065313,0.0158506,Miso,,,,limited
"39, East Street, Bromley, BR1 1QQ",british,51.4073689,0.0162281,Cow And Pig,,,,no
"4-6, East Street, Bromley, BR1 1QN",mediterranean,51.407598,0.0163788,Aqua Bar & Grill,,,,limited
"42, East Street, Bromley, BR1 1QW",,51.4074549,0.0166475,Carved Dive,,,,unknown
"38A, East Street, Bromley, BR1 1QU",thai,51.4073528,0.0165169,Nam Thai,"Mo-Th 12:00-14:30,17:30-22:30; Fr-Sa 12:00-22:30; Su off",,,unknown
"24, East Street, Bromley, BR1 1QU",indian,51.407024,0.0162365,New India,,,,limited
"2, West Street, Bromley, BR1 1RF",chinese,51.4067076,0.0153238,Treasure Of China,,,,unknown
"21, High Street, Bromley, BR1 1LG",,51.4008597,0.0170229,Olive Tree Cafe,,,,unknown
Address not available,macaroons,51.5115385,-0.1223523,Ladurée,,,,limited
"25, High Street, London, SW19 5DX",italian,51.4251481,-0.2182473,Carluccio's,Mo-Fr 07:30-23:00; Sa 08:00-23:00; Su 09:00-22:30,,https://www.carluccios.com/restaurants/london/wimbledon,no
"26, High Street, London, SW19 5BY",thai,51.42519,-0.2185676,Giggling Squid,,,https://www.gigglingsquid.com/restaurant/wimbledon/,no
"33, High Street, London, SW19 5BY",italian,51.425311,-0.219229,Cent Anni,,,https://centanni.co.uk/,yes
"27-29, Church Road, London, SW19 5DQ",,51.4261139,-0.2170882,The Fire Stables,,,https://www.firestables.co.uk/,yes
Address not available,,51.5119589,-0.3046345,Turtle Bay,"Mo-We,Su 11:00-23:00; Th 11:00-24:00; Fr-Sa 11:00-01:00",+44 20 3067 0007,https://turtlebay.co.uk/restaurants/ealing,yes
"296-298, Pentonville Road, London, N1 9NR",vietnamese,51.5309017,-0.1220029,HOP,,,https://www.hopvietnamese.com/shop/kings-cross,unknown
"London, N1 9FD",,51.5309272,-0.1217419,Camino,,,,unknown
"42, Gloucester Avenue, London, NW1 8JD",international,51.5400274,-0.1502349,Michael Nadra,,,http://www.restaurant-michaelnadra.co.uk/primrose/,unknown
Address not available,ethiopian,51.4942989,-0.0912889,Wabi Shebele,,,http://www.wabishebele.com,unknown
"75-79, Battersea Rise, London, SW11 1HN",indonesian;vietnamese;malaysian;thai,51.4606721,-0.1666212,Banana Tree,Mo-Tu 12:00-22:30; We-Sa 12:00-23:00; Su 12:00-22:00,,https://bananatree.co.uk/restaurants/battersea/,limited
"1A, Northcote Road, London, SW11 1NG",chicken;portuguese,51.4606144,-0.166765,Nando's,,,https://www.nandos.co.uk/restaurants/clapham-northcote-road,unknown
"60, Battersea Rise, London, SW11 1EG",korean,51.4609121,-0.1658306,Hana,,,,unknown
"22, Northcote Road, London, SW11 1NX",italian,51.4599463,-0.1668156,Buona Sera,,,,unknown
"97-99, Isabella Street, London, SE1 8DD",turkish,51.5041675,-0.1063447,EV,Tu-Sa 12:00-23:30; Su-Mo 12:00-22:30,+4402076206191,https://evrestaurant.co.uk/,unknown
"114, Walworth Road, London, SE17 1JL",chinese,51.4920367,-0.0983889,Dragon Castle,,,http://www.dragoncastle.co.uk,yes
"45, Radnor Walk",italian,51.4875453,-0.1646164,Ziani,,+44 20 7351 5297,https://www.ziani.co.uk/,unknown
Address not available,pizza,51.48902,-0.1654071,PizzaExpress,Mo-Su 11:30-23:00,,https://www.pizzaexpress.com/london-kings-road,no
"90, Duke of York Square, London, SW3 4LY",,51.4910887,-0.1593097,Saatchi Gallery Bar & Brasserie,,+44 20 3973 5980,https://searcys.co.uk/venues/saatchi-gallery/saatchi-gallery-bar-brasserie/,yes
"83-85, Duke of York Square, London, SW3 4LY",italian,51.4911785,-0.1591235,Manicomio,,+44 20 7730 3366,https://www.manicomio.co.uk/,yes
"53, Duke of York Square, London, SW3 4LY",lebanese,51.4917334,-0.1581178,Comptoir Libanais,,+44 20 7657 1961,https://www.comptoirlibanais.com/restaurants/chelsea,unknown
"144, Goldhawk Road, London, W12 8HH",indian,51.5016548,-0.2313713,Rajput,,+44 20 8740 9036,http://www.rajputrestaurant.com/,unknown
"10, Soho Street, London, W1D 3DL",indian,51.5157962,-0.1326509,Govinda's,,,,unknown
"127-129, Kensington Church Street",,51.5072426,-0.1948723,Kensington Wine Rooms,,+44 20 7727 8142,http://winerooms.london/kensington/,unknown
"7-9, Great Cumberland Place, London, W1H 7LU",italian,51.5139056,-0.1593999,Prezzo,,,,unknown
"47-51, Bryanston Street, London, W1H 7DN",italian,51.5140455,-0.1597282,Spaghetti House,,,https://www.spaghettihouse.co.uk/restaurants/bryanston-street,unknown
"13, Seymour Place, London",italian,51.5148834,-0.1612886,Vinoteca Marylebone,,,https://www.vinoteca.co.uk/locations/marylebone,unknown
"69, Upper Berkeley Street, London, W1H 7QZ",italian,51.5156197,-0.1585511,La Masseria,Mo-Fr 08:00-19:00; Sa 09:00-17:00,,,unknown
"25, New Quebec Street, London, W1H 7SF",pakistani,51.5149549,-0.158251,Zayna,,,http://www.zaynarestaurant.co.uk/,unknown
"2a, New Quebec Street",chinese,51.5150584,-0.1580496,Red Sun,,,,unknown
"3-7, Maddox Street, London, W1S 2QB",thai,51.5134245,-0.1414978,Patara - Oxford Circus,,,,yes
"46, Grosvenor Place, London, SW1X 7EQ",,51.498271,-0.1472742,The Mango Tree,"Mo-Su 12:00-15:00, 18:00-23:00",+44 20 7823 1888,https://mangotree.org.uk/,unknown
"20-22, Mount Street",seafood,51.5098163,-0.1509327,Scott's,,,https://www.caprice-holdings.co.uk/,unknown
"41, South Audley Street",,51.5099653,-0.1518022,Richoux,,,https://www.richoux.co.uk/,no
"28, Upper Grosvenor Street, London",,51.5100947,-0.1552951,Corrigans,,,,unknown
Address not available,japanese,51.5266687,-0.1084984,Double Dragon,,,,unknown
Address not available,greek,51.5258703,-0.1098199,Unnamed Restaurant,,,,unknown
"24, Goldhawk Road, London, W12 8DH",,51.5028247,-0.2251599,Kush 1070 BC,,,,unknown
"39, Goldhawk Road",taiwanese,51.5026169,-0.2249107,Ho-Ja,,+44 20 8746 7801,https://www.ho-ja.co.uk/,unknown
"12, Stratton Street, London",,51.5070931,-0.1435405,Langan's Brasserie,,,http://www.langansrestaurants.co.uk,unknown
"132, High Street, Beckenham, BR3 1EB",,51.40774,-0.0266306,Miso,,,,unknown
"14, Cork Street, London, W1S 3NS",,51.510005,-0.1413215,Peyote,,+44 20 7409 1300,http://peyoterestaurant.com/,unknown
"25, Heddon Street, London, W1B 4BH",,51.5111738,-0.1398138,Momo north-African & Mediterranean,,,,limited
"16-18, High Street, Beckenham, BR3 1AY",thai,51.4101897,-0.025217,imm Thai Fusion,"Mo 17:00-22:30; Tu-Th 12:00-14:30,17:00-22:30; Fr,Sa 12:00-14:30,17:00-23:00; Su 13:00-21:30",+44 20 8650 7887,,unknown
Address not available,,51.5898675,-0.2251765,Dil Tandoori,,,,unknown
Address not available,,51.5898894,-0.2240812,Kaifeng,,,,unknown
Address not available,,51.5896892,-0.2222959,Iskele,,,,unknown
Address not available,,51.5899992,-0.2226446,Jun,,,,unknown
Address not available,caribbean,51.6017625,-0.1118344,Nexx Level,,,,unknown
Address not available,caribbean,51.5986555,-0.110668,Brown Eagle,,,,unknown
Address not available,indian,51.598082,-0.1103695,Paramount,,,,unknown
Address not available,fish_and_chips,51.5973377,-0.1092322,Fryer's Delight,,,,unknown
"149-155, Central Street",fish,51.5275622,-0.097064,Fish Central,Mo-Sa 11:30-22:30,,https://www.fishcentral.co.uk/,yes
"20, Gloucester Road",mediterranean,51.4990881,-0.1838594,Jakobs,Mo-Sa 08:30-22:30,+44 20 7581 9292,https://www.jakobs.co.uk/,unknown
"68, Duke Street, London, W1K 6JU",european,51.5135745,-0.1512108,Apricity,,+44 020 8017 2780,https://www.apricityrestaurant.com/menus,no
"74-76, Duke Street",italian,51.5134103,-0.1511296,Spaghetti House,,+44 20 7629 6097,https://www.spaghettihouse.co.uk/,limited
"72, Duke Street, London",middle_eastern,51.5134993,-0.1511754,Joury,,,,no
"10-13, Grosvenor Square, London, W1K 5AE",,51.5123537,-0.1510385,Maze,,,https://www.gordonramsayrestaurants.com/gordon-ramsay-bar-grill/mayfair/,unknown
"58, Brewer Street, London, W1F 9TL",thai,51.5113507,-0.1359965,Kiln,"Mo-Sa 12:00-14:30, 17:00-22:30; Su 13:00-20:00",,http://www.kilnsoho.com/,no
"261, Barking Road, London, E13 8EQ",indian,51.5201728,0.0176019,Jol Sagar,,,https://www.jolsagor.co.uk,unknown
"268, Barking Road, London, E13 8HR",chinese,51.5201684,0.0183536,Pearl City,,,,unknown
"94-96, Stroud Green Road",,51.5684366,-0.1100482,Petek,,,,unknown
Address not available,chicken;portuguese,51.5686345,-0.1103915,Nando's,,,https://www.nandos.co.uk/restaurants/finsbury-park,unknown
"81, Fulham Road",,51.4933135,-0.1689112,Claude Bosi at Bibendum,"Mo-Sa 16:30-24:00, Su 16:30-23:30",+44 20 7581 5817,https://claudebosi.com/,unknown
"89, Sloane Avenue",argentinian,51.4929063,-0.1676682,Gaucho,,+44 20 7584 9901,https://www.gauchorestaurants.com/restaurants/sloane-avenue,unknown
"151-153, Commercial Street, London, E1 6BJ",mediterranean,51.5212872,-0.0757317,Delamina East,Mo 12:00-21:30; Tu-Th 12:00-22:00; Sa 11:00-22:30; Su 10:30-21:00,+44 20 7078 0770,https://www.delaminaeast.co.uk/,limited
"11, Exchange Square, London, EC2A 2BR",,51.5202933,-0.0811838,Piccolino,,,,unknown
"148, Bethnal Green Road, London, E2 6DG",,51.5252559,-0.070557,Maida,Th-Tu 11:00-19:00; We off,,,unknown
"151-153, Bethnal Green Road, London, E2 7DG",korean;barbecue,51.525465,-0.0706488,Yanji BBQ,,,,limited
"160, Bethnal Green Road, London, E2 6DG",,51.5253657,-0.0703133,Tas Firin,,,,unknown
"29-35, Mackenzie Walk, London, E14 4PH",,51.5042192,-0.0218839,No 35 Mackenzie Walk,,,https://no35mackenziewalk.co.uk,yes
"25, Cabot Square, London, E14 4QA",italian,51.504555,-0.023683,Amerigo Vespucci,"Mo-Fr 12:00-15:00,18:00-23:00; Sa 18:00-23:00",,,unknown
"114, Bermondsey Street, London, SE1 3TX",vietnamese,51.5003181,-0.0817795,Caphe House,,,,unknown
"11, Bermondsey Square, London, SE1 3UN",turkish,51.4975964,-0.0802056,Lokma,,+44 20 7407 2991,https://www.lokmarestaurant.com/,yes
"12, North Row, London, W1K 7DF",british,51.5127656,-0.1571901,Boisdale of Mayfair,,,https://www.boisdale.co.uk/mayfair/,unknown
"34-36, Houndsditch, London, EC3A 7DB",,51.5148965,-0.0782269,Fora Restaurant,,,,yes
"14, Whitechapel Road, London, E1 1EW",bangladeshi,51.5167524,-0.0677599,Nanna Biriyani,Mo-Su 12:00-23:00,,,unknown
"38-40, Whitechapel Road, London, E1 1JX",,51.5173147,-0.0663867,Baraka Eatery,,,,unknown
"236, Bishopsgate, London, EC2M 4QD",pizza,51.5188341,-0.0792231,PizzaExpress,,,https://www.pizzaexpress.com/london-bishopsgate,limited
"124, Kirkdale, London, SE26 4BB",japanese,51.4314247,-0.0602237,Hibagon Sushi and Grill,,,,unknown
